"Bird.ID","FirstFound","LastPresent","LastChecked","Fate","Freq","YearDay","Study.Area","Location","Trans.Type","Sex","TurkAge","Weight","Hematoma","Pat.Tag","HandTime","MG","LPDV","REV","mtCDy","avgmtWk","pcpCDy","avgpcpWk"
476,1,30,30,0,1,78,"NW","Smith (Corinna)","Neck","M","A",17.5,0,"N",33,0.74468085106383,1,0,-16.2064286640712,-6.65297961356688,0,2.97218369464485
477,1,30,30,0,1,78,"NW","Smith (Corinna)","Neck","M","A",21,1,"N",54,0.74468085106383,1,0,-16.2064286640712,-6.65297961356688,0,2.97218369464485
478,1,30,30,0,1,78,"NW","Smith (Corinna)","Neck","M","A",21.5,0,"N",68,1,1,0,-16.2064286640712,-6.65297961356688,0,2.97218369464485
516,1,30,30,0,1,22,"NW","Glenburn","Neck","M","J",15,1,"N",72,1,1,1,-14.5335998535156,-7.38945713383811,0,3.35514289992196
522,1,30,30,0,1,27,"NE","Bradbury","Neck","M","A",15.5,0,"N",98,1,1,0,-3.28416669368744,-9.61414287771497,0,0
524,1,30,30,0,1,27,"NE","Bradbury","Neck","M","A",19,0,"N",98,0,0,0,-3.28416669368744,-9.61414287771497,0,0
532,1,30,30,0,1,32,"S","Fernald Farm (Poland)","Neck","M","A",16,0,"N",125,0,1,0,-2.50711112552219,-6.26880953425453,0,2.65109524272737
535,1,30,30,0,1,32,"S","Fernald Farm (Poland)","Neck","M","A",17,0,"N",125,0,0,1,-2.50711112552219,-6.26880953425453,0,2.65109524272737
536,1,30,30,0,1,32,"S","Fernald Farm (Poland)","Neck","M","A",16.5,1,"N",125,1,0,0,-2.50711112552219,-6.26880953425453,0,2.65109524272737
545,1,30,30,0,1,32,"S","Fernald Farm (Poland)","Neck","M","A",16,0,"N",125,0,0,1,-2.50711112552219,-6.26880953425453,0,2.65109524272737
546,1,30,30,0,1,32,"S","Fernald Farm (Poland)","Neck","M","A",16,0,"N",125,1,1,1,-2.50711112552219,-6.26880953425453,0,2.65109524272737
549,1,30,30,0,1,30,"NC","130 Stillwater","Neck","M","A",14.5,0,"N",77,1,0,1,-13.6263332366943,-7.97833333696638,0,0.143238093171801
574,1,30,30,0,1,38,"NC","McAllister's","Neck","M","J",14.5,0,"N",26,1,1,1,-2.647000006267,-11.0236530644553,1.43728571278708,5.24346939155034
575,1,30,30,0,1,38,"NC","McAllister's","Neck","M","J",8.5,0,"N",15,1,0,1,-2.647000006267,-11.0236530644553,1.43728571278708,5.24346939155034
581,1,30,30,0,1,68,"WMD 26","Winterport (Hodgman)","Neck","M","A",17.5,0,"N",111,0.74468085106383,1,0,-15.7201429094587,-6.60810208077333,0,1.99924491216162
582,1,30,30,0,1,68,"WMD 26","Winterport (Hodgman)","Neck","M","A",19,0,"N",104,0.74468085106383,0,0,-15.7201429094587,-6.60810208077333,0,1.99924491216162
583,1,30,30,0,1,68,"WMD 26","Winterport (Hodgman)","Neck","M","A",17,0,"N",94,0.74468085106383,0,0,-15.7201429094587,-6.60810208077333,0,1.99924491216162
585,1,30,30,0,1,68,"WMD 26","Winterport (Hodgman)","Neck","M","J",10,0,"N",61,0.74468085106383,0,0,-15.7201429094587,-6.60810208077333,0,1.99924491216162
616,1,30,30,0,1,40,"WMD 26","Monroe (Doak)","Neck","M","A",17.5,0,"N",140,0.74468085106383,0,0,-11.52583360672,-13.2584048906962,0,6.02233325867426
617,1,20,27,1,1,40,"WMD 26","Monroe (Doak)","Neck","M","J",12,0,"N",140,0.74468085106383,0,0,-11.52583360672,-13.2584048906962,0,6.02233325867426
618,1,30,30,0,1,40,"WMD 26","Monroe (Doak)","Neck","M","A",18,0,"N",140,0.74468085106383,0,0,-11.52583360672,-13.2584048906962,0,6.02233325867426
619,1,30,30,0,1,40,"WMD 26","Monroe (Doak)","Neck","M","J",11,0,"N",140,0.74468085106383,0,1,-11.52583360672,-13.2584048906962,0,6.02233325867426
623,1,30,30,0,1,49,"NW","Glenburn","Neck","M","A",19,0,"N",58,0.74468085106383,0.564593301435407,0.172248803827751,-16.5362003326416,-12.2017715862819,0.65220000743866,3.42557141695704
624,1,30,30,0,1,49,"NW","Glenburn","Neck","M","A",20,0,"N",58,0.74468085106383,0.564593301435407,0.172248803827751,-16.5362003326416,-12.2017715862819,0.65220000743866,3.42557141695704
625,1,10,10,1,1,50,"WMD 23","Monroe (Cunningham)","Neck","M","A",18,0,"N",67,0.74468085106383,1,0,-19.8666667938232,-11.7245952401842,0,3.82504759374119
633,1,30,30,0,1,50,"WMD 23","Monroe (Cunningham)","Neck","M","A",20,0,"N",145,0.74468085106383,1,0,-19.8666667938232,-11.7245952401842,0,3.82504759374119
636,1,30,30,0,1,52,"S","Gorham (DiagleFarm)","Neck","M","J",10.5,1,"N",58,0,1,0,-6.62662494182587,-10.9752856684583,0.125624999869615,3.29610713922219
637,1,30,30,0,1,52,"S","Gorham (DiagleFarm)","Neck","M","J",12,0,"N",82,0,0,0,-6.62662494182587,-10.9752856684583,0.125624999869615,3.29610713922219
638,1,30,30,0,1,52,"S","Gorham (DiagleFarm)","Neck","M","J",12.5,0,"N",97,0,0,0,-6.62662494182587,-10.9752856684583,0.125624999869615,3.29610713922219
640,1,1,6,1,1,52,"S","Gorham (DiagleFarm)","Neck","M","J",12,0,"N",116,0,0,1,-6.62662494182587,-10.9752856684583,0.125624999869615,3.29610713922219
751,1,19,29,1,1,72,"NC","Davis Oil","Neck","F","J",10.5,1,"N",170,0.74468085106383,1,0,-5.34149996439616,-5.91549999089468,0,0.27295238063449
752,1,30,30,0,1,72,"NC","Davis Oil","Back","F","A",10.5,1,"N",160,0.74468085106383,1,0,-5.34149996439616,-5.91549999089468,0,0.27295238063449
754,1,30,30,0,1,72,"NC","Davis Oil","Back","F","A",10,0,"N",180,0.74468085106383,1,0,-5.34149996439616,-5.91549999089468,0,0.27295238063449
824,1,30,30,0,1,49,"NC","Newburgh","Back","F","A",10,0,"N",116,1,0,0,-14.4766667683919,-14.5542619568961,10.9281667073568,1.56116667247954
826,1,30,30,0,1,9,"NE","Martin","Back","F","A",10,0,"N",65,1,1,0,-13.4856667518616,-7.84969048734222,0,4.00728573117937
831,1,30,30,0,1,79,"NW","Day","Neck","F","J",7.5,1,"N",32,0.74468085106383,0,0,-7.1522855758667,-6.1309387720361,0,2.49973468391263
832,1,1,6,1,1,79,"NW","Day","Back","F","J",8.5,1,"N",42,1,1,0,-7.1522855758667,-6.1309387720361,0,2.49973468391263
833,1,30,30,0,1,79,"NW","Day","Back","F","A",10.5,0,"N",52,1,0,0,-7.1522855758667,-6.1309387720361,0,2.49973468391263
834,1,30,30,0,1,79,"NW","Day","Neck","F","J",8.5,1,"N",62,0.74468085106383,0,0,-7.1522855758667,-6.1309387720361,0,2.49973468391263
835,1,30,30,0,1,79,"NW","Day","Back","F","A",9.5,1,"N",71,1,1,1,-7.1522855758667,-6.1309387720361,0,2.49973468391263
836,1,30,30,0,1,79,"NW","Day","Back","F","A",10.5,1,"N",78,1,1,0,-7.1522855758667,-6.1309387720361,0,2.49973468391263
838,1,30,30,0,1,22,"NW","Glenburn","Back","F","J",9,1,"N",72,1,0,0,-14.5335998535156,-7.38945713383811,0,3.35514289992196
839,1,30,30,0,1,22,"NW","Glenburn","Back","F","J",8,0,"N",72,0,1,0,-14.5335998535156,-7.38945713383811,0,3.35514289992196
840,1,30,30,0,1,22,"NW","Glenburn","Back","F","J",8,0,"N",72,1,0,0,-14.5335998535156,-7.38945713383811,0,3.35514289992196
842,1,30,30,0,1,27,"NE","Bradbury","Back","F","A",9,0,"N",98,0,0,0,-3.28416669368744,-9.61414287771497,0,0
843,1,30,30,0,1,27,"NE","Bradbury","Neck","F","A",10.5,0,"N",98,0.74468085106383,1,0,-3.28416669368744,-9.61414287771497,0,0
844,1,30,30,0,1,27,"NE","Bradbury","Back","F","A",10,0,"N",98,1,1,0,-3.28416669368744,-9.61414287771497,0,0
845,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",9,0,"N",145,1,0,1,-14.4331429345267,-14.5204285407553,10.3210000991821,1.47442858559745
846,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",8,1,"N",145,1,1,1,-14.4331429345267,-14.5204285407553,10.3210000991821,1.47442858559745
847,1,30,30,0,1,49,"NC","McAllister's","Neck","F","A",10,1,"N",145,1,1,1,-14.4331429345267,-14.5204285407553,10.3210000991821,1.47442858559745
848,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",9.5,1,"N",145,1,1,1,-14.4331429345267,-14.5204285407553,10.3210000991821,1.47442858559745
849,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",10,1,"N",145,0.74468085106383,1,0,-14.4331429345267,-14.5204285407553,10.3210000991821,1.47442858559745
850,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",14.5,1,"N",145,0,1,0,-14.4331429345267,-14.5204285407553,10.3210000991821,1.47442858559745
901,1,25,26,1,1,38,"NC","McAllister's","Back","F","A",8.5,0,"N",65,1,1,1,-2.647000006267,-11.0236530644553,1.43728571278708,5.24346939155034
902,1,30,30,0,1,38,"NC","McAllister's","Back","F","A",11,0,"N",103,0.74468085106383,1,0,-2.647000006267,-11.0236530644553,1.43728571278708,5.24346939155034
903,1,1,4,1,1,38,"NC","McAllister's","Back","F","A",6,0,"N",108,1,0,1,-2.647000006267,-11.0236530644553,1.43728571278708,5.24346939155034
904,1,30,30,0,1,38,"NC","McAllister's","Neck","F","J",7,0,"N",121,0.74468085106383,1,0,-14.4331429345267,-14.5204285407553,10.3210000991821,1.47442858559745
904,1,30,30,0,1,38,"NC","McAllister's","Neck","F","J",7,0,"N",121,0.74468085106383,1,0,-2.647000006267,-11.0236530644553,1.43728571278708,5.24346939155034
905,1,30,30,0,1,38,"NC","McAllister's","Neck","F","J",8,0,"N",127,0.74468085106383,1,0,-2.647000006267,-11.0236530644553,1.43728571278708,5.24346939155034
906,1,30,30,0,1,38,"NC","McAllister's","Neck","F","A",9.5,0,"N",136,1,1,1,-2.647000006267,-11.0236530644553,1.43728571278708,5.24346939155034
907,1,1,4,1,1,38,"NC","McAllister's","Back","F","J",8.5,0,"N",147,0.74468085106383,1,0,-2.647000006267,-11.0236530644553,1.43728571278708,5.24346939155034
911,1,30,30,0,1,40,"WMD 26","Monroe (Doak)","Neck","F","A",10,0,"N",140,0.74468085106383,0,0,-11.52583360672,-13.2584048906962,0,6.02233325867426
925,1,30,30,0,1,50,"WMD 23","Monroe (Cunningham)","Neck","F","A",9.5,0,"N",87,0.74468085106383,1,0,-19.8666667938232,-11.7245952401842,0,3.82504759374119
931,1,1,3,1,1,68,"WMD 26","Winterport (Hodgman)","Back","F","J",7,0,"N",41,0.74468085106383,0,0,-15.7201429094587,-6.60810208077333,0,1.99924491216162
932,1,30,30,0,1,68,"WMD 26","Winterport (Hodgman)","Neck","F","J",8.5,0,"N",51,0.74468085106383,0,0,-15.7201429094587,-6.60810208077333,0,1.99924491216162
935,1,30,30,0,1,68,"WMD 26","Winterport (Hodgman)","Back","F","A",8.5,0,"N",83,0.74468085106383,0.564593301435407,0.172248803827751,-15.7201429094587,-6.60810208077333,0,1.99924491216162
1005,1,6,8,1,1,79,"S","Fernald Farm (Poland)","Back","F","A",9,0,"N",30,0.74468085106383,1,0,-6.28966665267944,-4.68644443485472,0,3.20382536640243
1006,1,30,30,0,1,79,"S","Fernald Farm (Poland)","Back","F","A",12.5,0,"N",39,0.74468085106383,1,0,-6.28966665267944,-4.68644443485472,0,3.20382536640243
1007,1,30,30,0,1,79,"S","Fernald Farm (Poland)","Back","F","J",7,0,"N",50,0.74468085106383,0,1,-6.28966665267944,-4.68644443485472,0,3.20382536640243
1008,1,30,30,0,1,79,"S","Fernald Farm (Poland)","Back","F","A",11,0,"N",59,0.74468085106383,1,1,-6.28966665267944,-4.68644443485472,0,3.20382536640243
1009,1,30,30,0,1,79,"S","Fernald Farm (Poland)","Back","F","A",10.5,0,"N",72,0.74468085106383,1,0,-6.28966665267944,-4.68644443485472,0,3.20382536640243
1251,1,30,30,0,1,7,"NC","Davis Oil","Neck","M","A",19,0,"N",97,1,1,0,-10.9438333511353,-8.19538095593452,0,3.61923811868543
1254,1,30,30,0,1,7,"NC","Davis Oil","Neck","M","A",20,0,"N",167,0.74468085106383,1,0,-10.9438333511353,-8.19538095593452,0,3.61923811868543
1301,1,30,30,0,1,59,"NE","Bradbury","Neck","M","J",11.5,1,"N",145,0.74468085106383,0,0,-11.3183334668477,-8.20940476797876,0,1.08954761709486
1302,1,30,30,0,1,59,"NE","Bradbury","Neck","M","A",20,0,"N",145,1,1,0,-11.3183334668477,-8.20940476797876,0,1.08954761709486
1501,1,30,30,0,1,61,"S","Buckfield","Back","F","A",11,0,"N",160,1,1,0,-13.3026666641235,-6.06233337202242,0,1.10016667523554
1502,1,30,30,0,1,61,"S","Buckfield","Back","F","A",9.5,1,"N",160,1,0,0,-13.3026666641235,-6.06233337202242,0,1.10016667523554
1521,1,30,30,0,1,69,"NE","Roger's Farm","Back","F","A",11,1,"N",120,0.74468085106383,1,0,-1.42824999988079,-3.83492857310921,0,3.12141067534685
1522,1,30,30,0,1,69,"NE","Roger's Farm","Back","F","A",9.5,0,"N",120,1,1,0,-1.42824999988079,-3.83492857310921,0,3.12141067534685
1523,1,30,30,0,1,69,"NE","Roger's Farm","Back","F","A",10,0,"N",120,1,1,0,-1.42824999988079,-3.83492857310921,0,3.12141067534685
1524,1,30,30,0,1,69,"NE","Roger's Farm","Back","F","A",10,1,"N",120,0.74468085106383,0,1,-1.42824999988079,-3.83492857310921,0,3.12141067534685
1525,1,30,30,0,1,69,"NE","Roger's Farm","Back","F","A",9.5,0,"N",120,1,1,0,-1.42824999988079,-3.83492857310921,0,3.12141067534685
1551,1,30,30,0,1,7,"NC","Davis Oil","Neck","F","J",9.5,1,"N",97,0.74468085106383,0,0,-10.9438333511353,-8.19538095593452,0,3.61923811868543
1552,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",9.5,0,"N",97,0.74468085106383,1,0,-10.9438333511353,-8.19538095593452,0,3.61923811868543
1553,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",10.5,1,"N",97,0.74468085106383,1,1,-10.9438333511353,-8.19538095593452,0,3.61923811868543
1554,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",10,1,"N",132,1,1,0,-10.9438333511353,-8.19538095593452,0,3.61923811868543
1555,1,30,30,0,1,7,"NC","Davis Oil","Neck","F","J",10,1,"N",132,1,0,1,-10.9438333511353,-8.19538095593452,0,3.61923811868543
1556,1,30,30,0,1,7,"NC","Davis Oil","Back","F","J",9.5,1,"N",132,0.74468085106383,1,1,-10.9438333511353,-8.19538095593452,0,3.61923811868543
1557,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",10.5,0,"N",167,0.74468085106383,1,1,-10.9438333511353,-8.19538095593452,0,3.61923811868543
1558,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",10,1,"N",167,1,1,1,-10.9438333511353,-8.19538095593452,0,3.61923811868543
1559,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",11,1,"N",167,0,1,1,-10.9438333511353,-8.19538095593452,0,3.61923811868543
1560,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",10,0,"N",176,1,0,1,-10.9438333511353,-8.19538095593452,0,3.61923811868543
1561,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",8.5,0,"N",200,0,1,1,-14.4331429345267,-14.5204285407553,10.3210000991821,1.47442858559745
1562,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",8.5,0,"N",200,1,0,1,-14.4331429345267,-14.5204285407553,10.3210000991821,1.47442858559745
1563,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",10.5,1,"N",200,0,1,1,-14.4331429345267,-14.5204285407553,10.3210000991821,1.47442858559745
1564,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",9,1,"N",200,0.74468085106383,1,1,-14.4331429345267,-14.5204285407553,10.3210000991821,1.47442858559745
1565,1,30,30,0,1,49,"NC","McAllister's","Neck","F","A",8,0,"N",200,1,1,1,-14.4331429345267,-14.5204285407553,10.3210000991821,1.47442858559745
1614,1,30,30,0,1,59,"NE","Bradbury","Neck","F","A",9,0,"N",52,0,1,1,-11.3183334668477,-8.20940476797876,0,1.08954761709486
1615,1,30,30,0,1,59,"NE","Bradbury","Back","F","A",9,0,"N",145,0,0,1,-11.3183334668477,-8.20940476797876,0,1.08954761709486
1616,1,30,30,0,1,59,"NE","Bradbury","Back","F","A",6.5,0,"N",145,0,1,1,-11.3183334668477,-8.20940476797876,0,1.08954761709486
1618,1,30,30,0,1,59,"NE","Bradbury","Back","F","A",9,0,"N",145,1,1,0,-11.3183334668477,-8.20940476797876,0,1.08954761709486
1620,1,30,30,0,1,70,"WMD 14","Monson","Neck","F","A",10,0,"N",235,0.74468085106383,0,1,-2.220222208235,-7.49653968167683,0.210777776315808,2.63612700883477
1621,1,30,30,0,1,70,"WMD 14","Monson","Back","F","A",9,0,"N",235,0.74468085106383,1,1,-2.220222208235,-7.49653968167683,0.210777776315808,2.63612700883477
1622,1,30,30,0,1,70,"WMD 14","Monson","Back","F","A",10,0,"N",235,0.74468085106383,0,0,-2.220222208235,-7.49653968167683,0.210777776315808,2.63612700883477
1623,1,30,30,0,1,70,"WMD 14","Monson","Back","F","A",10,0,"N",235,0.74468085106383,1,0,-2.220222208235,-7.49653968167683,0.210777776315808,2.63612700883477
1624,1,30,30,0,1,70,"WMD 14","Monson","Back","F","A",9.5,0,"N",295,0.74468085106383,1,0,-2.220222208235,-7.49653968167683,0.210777776315808,2.63612700883477
1625,1,30,30,0,1,70,"WMD 14","Monson","Neck","F","A",9.5,0,"N",295,0.74468085106383,1,0,-2.220222208235,-7.49653968167683,0.210777776315808,2.63612700883477
1626,1,30,30,0,1,70,"WMD 14","Monson","Back","F","A",9,0,"N",295,0.74468085106383,0,0,-2.220222208235,-7.49653968167683,0.210777776315808,2.63612700883477
1627,1,30,30,0,1,70,"WMD 14","Monson","Neck","F","A",8,0,"N",295,0.74468085106383,1,0,-2.220222208235,-7.49653968167683,0.210777776315808,2.63612700883477
1628,1,30,30,0,1,70,"WMD 14","Monson","Back","F","A",10,0,"N",295,0.74468085106383,0,0,-2.220222208235,-7.49653968167683,0.210777776315808,2.63612700883477
10352,1,30,30,0,1,33,"NW","Maple Lane","Back","F","A",10.5,0,"Y",109.476394849785,0,0,0,-20.8849999109904,-17.5492382276626,1.11183332403501,6.36571427328246
10353,1,30,30,0,1,33,"NW","Maple Lane","Back","F","A",10.5,0,"Y",109.476394849785,1,1,0,-20.8849999109904,-17.5492382276626,1.11183332403501,6.36571427328246
10354,1,1,7,1,1,33,"NW","Maple Lane","Back","F","J",9,0,"Y",109.476394849785,1,0,0,-20.8849999109904,-17.5492382276626,1.11183332403501,6.36571427328246
10361,1,30,30,0,1,33,"NW","Maple Lane","Back","F","A",9.5,0,"Y",109.476394849785,1,1,0,-20.8849999109904,-17.5492382276626,1.11183332403501,6.36571427328246
10362,1,20,25,1,1,33,"NW","Maple Lane","Back","F","A",8.5,0,"Y",109.476394849785,1,1,0,-20.8849999109904,-17.5492382276626,1.11183332403501,6.36571427328246
10363,1,20,25,1,1,33,"NW","Maple Lane","Back","F","J",8,0,"Y",109.476394849785,1,1,0,-20.8849999109904,-17.5492382276626,1.11183332403501,6.36571427328246
10364,1,30,30,0,1,33,"NW","Maple Lane","Back","F","A",10.5,0,"Y",109.476394849785,1,0,0,-20.8849999109904,-17.5492382276626,1.11183332403501,6.36571427328246
10365,1,13,20,1,1,33,"NW","Maple Lane","Back","F","A",11,0,"Y",109.476394849785,1,1,0,-20.8849999109904,-17.5492382276626,1.11183332403501,6.36571427328246
10366,1,30,30,0,1,33,"NW","Maple Lane","Back","F","A",8.5,0,"Y",109.476394849785,1,1,0,-20.8849999109904,-17.5492382276626,1.11183332403501,6.36571427328246
10367,1,30,30,0,1,33,"NW","Maple Lane","Back","F","J",9.5,0,"Y",109.476394849785,1,1,0,-20.8849999109904,-17.5492382276626,1.11183332403501,6.36571427328246
10369,1,30,30,0,1,36,"S","Laskey (Grey)","Back","F","A",10.5,0,"Y",109.476394849785,1,1,1,-10.485999924796,-9.91255105484505,0,5.51389796149974
10371,1,30,30,0,1,36,"S","Laskey (Grey)","Back","F","A",10.5,0,"Y",109.476394849785,1,1,0,-10.485999924796,-9.91255105484505,0,5.51389796149974
10372,1,30,30,0,1,36,"S","Laskey (Grey)","Back","F","A",10,0,"Y",109.476394849785,1,0,0,-10.485999924796,-9.91255105484505,0,5.51389796149974
10376,1,30,30,0,1,33,"NW","Maple Lane","Back","F","A",10,0,"Y",109.476394849785,0,1,0,-20.8849999109904,-17.5492382276626,1.11183332403501,6.36571427328246
10383,1,30,30,0,1,33,"NW","Maple Lane","Back","F","J",8,0,"Y",109.476394849785,1,0,0,-20.8849999109904,-17.5492382276626,1.11183332403501,6.36571427328246
