"Bird.ID","FirstFound","LastPresent","LastChecked","Fate","Freq","YearDay","Study.Area","Location","Trans.Type","Sex","TurkAge","Weight","Hematoma","Pat.Tag","HandTime","MG","LPDV","REV","Prcp.Day","Prcp.Week","Tavg.Day","Tavg.Week","SampType","BodyCon","Year","SexTT"
476,1,30,30,0,1,78,"NW","Smith (Corinna)","Neck","M","A",17.5,0,"N",33,0.74468085106383,1,0,0,43.5714285714286,-82,-35.7142857142857,2,-0.518916040872768,2019,"M.N"
477,1,30,30,0,1,78,"NW","Smith (Corinna)","Neck","M","A",21,1,"N",54,0.74468085106383,1,0,0,43.5714285714286,-82,-35.7142857142857,2,3.72351255027185,2019,"M.N"
478,1,30,30,0,1,78,"NW","Smith (Corinna)","Neck","M","A",21.5,0,"N",68,1,1,0,0,43.5714285714286,-82,-35.7142857142857,3,4.96594114141647,2019,"M.N"
516,1,30,30,0,1,22,"NW","Glenburn","Neck","M","J",15,1,"N",72,1,1,1,0,50,-71,-3.42857142857143,3,-0.134958090397335,2020,"M.N"
522,1,30,30,0,1,27,"NE","Bradbury","Neck","M","A",15.5,0,"N",98,1,1,0,0,0,-29,-68.4285714285714,3,-0.218488751383118,2020,"M.N"
524,1,30,30,0,1,27,"NE","Bradbury","Neck","M","A",19,0,"N",98,0,0,0,0,0,-29,-68.4285714285714,3,4.0239398397615,2020,"M.N"
532,1,30,30,0,1,32,"S","Fernald Farm (Poland)","Neck","M","A",16,0,"N",125,0,1,0,124,26.7142857142857,-201,-84.2857142857143,3,-1.94460985099442,2020,"M.N"
535,1,30,30,0,1,32,"S","Fernald Farm (Poland)","Neck","M","A",17,0,"N",125,0,0,1,124,26.7142857142857,-201,-84.2857142857143,3,0.243275894836964,2020,"M.N"
536,1,30,30,0,1,32,"S","Fernald Farm (Poland)","Neck","M","A",16.5,1,"N",125,1,0,0,124,26.7142857142857,-201,-84.2857142857143,3,0.0402473312948093,2020,"M.N"
545,1,30,30,0,1,32,"S","Fernald Farm (Poland)","Neck","M","A",16,0,"N",125,0,0,1,124,26.7142857142857,-201,-84.2857142857143,3,-1.20218125984981,2020,"M.N"
546,1,30,30,0,1,32,"S","Fernald Farm (Poland)","Neck","M","A",16,0,"N",125,1,1,1,124,26.7142857142857,-201,-84.2857142857143,3,-0.459752668705191,2020,"M.N"
549,1,30,30,0,1,30,"NC","130 Stillwater","Neck","M","A",14.5,0,"N",77,1,0,1,10,1.42857142857143,-102,-63.4285714285714,3,-0.475361355944974,2020,"M.N"
574,1,30,30,0,1,38,"NC","McAllister's","Neck","M","J",14.5,0,"N",26,1,1,1,64,57.4285714285714,-66,-51.5714285714286,3,0.768604859078289,2019,"M.N"
575,1,30,30,0,1,38,"NC","McAllister's","Neck","M","J",8.5,0,"N",15,1,0,1,64,57.4285714285714,-66,-51.5714285714286,3,-4.48896654977709,2019,"M.N"
581,1,30,30,0,1,68,"WMD 26","Winterport (Hodgman)","Neck","M","A",17.5,0,"N",111,0.74468085106383,1,0,71,38.1428571428571,26,6.71428571428571,1,0.963611793771377,2019,"M.N"
582,1,30,30,0,1,68,"WMD 26","Winterport (Hodgman)","Neck","M","A",19,0,"N",104,0.74468085106383,0,0,71,38.1428571428571,26,6.71428571428571,1,0.978754611482143,2019,"M.N"
583,1,30,30,0,1,68,"WMD 26","Winterport (Hodgman)","Neck","M","A",17,0,"N",94,0.74468085106383,0,0,71,38.1428571428571,26,6.71428571428571,1,0.463611793771377,2019,"M.N"
585,1,30,30,0,1,68,"WMD 26","Winterport (Hodgman)","Neck","M","J",10,0,"N",61,0.74468085106383,0,0,71,38.1428571428571,26,6.71428571428571,1,-3.72440709798644,2019,"M.N"
616,1,30,30,0,1,40,"WMD 26","Monroe (Doak)","Neck","M","A",17.5,0,"N",140,0.74468085106383,0,0,76,60.1428571428571,8,-51.4285714285714,1,0.214661029220511,2019,"M.N"
617,1,20,27,1,1,40,"WMD 26","Monroe (Doak)","Neck","M","J",12,0,"N",140,0.74468085106383,0,0,76,60.1428571428571,8,-51.4285714285714,1,-2.47335786253731,2019,"M.N"
618,1,30,30,0,1,40,"WMD 26","Monroe (Doak)","Neck","M","A",18,0,"N",140,0.74468085106383,0,0,76,60.1428571428571,8,-51.4285714285714,1,5.91166116723283,2019,"M.N"
619,1,30,30,0,1,40,"WMD 26","Monroe (Doak)","Neck","M","J",11,0,"N",140,0.74468085106383,0,1,76,60.1428571428571,8,-51.4285714285714,1,-3.02790070785054,2019,"M.N"
623,1,30,30,0,1,49,"NW","Glenburn","Neck","M","A",19,0,"N",58,0.74468085106383,0.564593301435407,0.172248803827751,157,35.1428571428571,-31,-58.7142857142857,0,0.974328850956473,2019,"M.N"
624,1,30,30,0,1,49,"NW","Glenburn","Neck","M","A",20,0,"N",58,0.74468085106383,0.564593301435407,0.172248803827751,157,35.1428571428571,-31,-58.7142857142857,0,1.97432885095647,2019,"M.N"
625,1,10,10,1,1,50,"WMD 23","Monroe (Cunningham)","Neck","M","A",18,0,"N",67,0.74468085106383,1,0,0,35.8571428571429,-121,-61,1,1.45941896801022,2019,"M.N"
633,1,30,30,0,1,50,"WMD 23","Monroe (Cunningham)","Neck","M","A",20,0,"N",145,0.74468085106383,1,0,0,35.8571428571429,-121,-61,1,4.20184755915484,2019,"M.N"
636,1,30,30,0,1,52,"S","Gorham (DiagleFarm)","Neck","M","J",10.5,1,"N",58,0,1,0,10,44.2857142857143,-97,-57.2857142857143,3,-6.04936270056813,2019,"M.N"
637,1,30,30,0,1,52,"S","Gorham (DiagleFarm)","Neck","M","J",12,0,"N",82,0,0,0,10,44.2857142857143,-97,-57.2857142857143,3,-5.88573416462844,2019,"M.N"
638,1,30,30,0,1,52,"S","Gorham (DiagleFarm)","Neck","M","J",12.5,0,"N",97,0,0,0,10,44.2857142857143,-97,-57.2857142857143,3,-5.68270560108629,2019,"M.N"
640,1,1,6,1,1,52,"S","Gorham (DiagleFarm)","Neck","M","J",12,0,"N",116,0,0,1,10,44.2857142857143,-97,-57.2857142857143,3,-5.88573416462844,2019,"M.N"
751,1,19,29,1,1,72,"NC","Davis Oil","Neck","F","J",10.5,1,"N",170,0.74468085106383,1,0,0,17.7142857142857,-55,-27.5714285714286,1,0.934124751481449,2019,"F.N"
752,1,30,30,0,1,72,"NC","Davis Oil","Back","F","A",10.5,1,"N",160,0.74468085106383,1,0,0,17.7142857142857,-55,-27.5714285714286,1,-2.3233135114475,2019,"F.B"
754,1,30,30,0,1,72,"NC","Davis Oil","Back","F","A",10,0,"N",180,0.74468085106383,1,0,0,17.7142857142857,-55,-27.5714285714286,1,-3.26877066613427,2019,"F.B"
824,1,30,30,0,1,49,"NC","Newburgh","Back","F","A",10,0,"N",116,1,0,0,0,16,34,-27.7142857142857,3,-1.70424979438299,2020,"F.B"
826,1,30,30,0,1,9,"NE","Martin","Back","F","A",10,0,"N",65,1,1,0,0,27.8571428571429,-65,-50.8571428571429,3,-1.26811003027658,2020,"F.B"
831,1,30,30,0,1,79,"NW","Day","Neck","F","J",7.5,1,"N",32,0.74468085106383,0,0,0,43.5714285714286,-59,-34.7142857142857,1,-1.02484467756453,2019,"F.N"
832,1,1,6,1,1,79,"NW","Day","Back","F","J",8.5,1,"N",42,1,1,0,0,43.5714285714286,-59,-34.7142857142857,3,-0.915758986938065,2019,"F.B"
833,1,30,30,0,1,79,"NW","Day","Back","F","A",10.5,0,"N",52,1,0,0,0,43.5714285714286,-59,-34.7142857142857,3,-1.4307686587224,2019,"F.B"
834,1,30,30,0,1,79,"NW","Day","Neck","F","J",8.5,1,"N",62,0.74468085106383,0,0,0,43.5714285714286,-59,-34.7142857142857,2,-0.767273268709143,2019,"F.N"
835,1,30,30,0,1,79,"NW","Day","Back","F","A",9.5,1,"N",71,1,1,1,0,43.5714285714286,-59,-34.7142857142857,3,-1.98531150403563,2019,"F.B"
836,1,30,30,0,1,79,"NW","Day","Back","F","A",10.5,1,"N",78,1,1,0,0,43.5714285714286,-59,-34.7142857142857,3,-2.02471153163809,2019,"F.B"
838,1,30,30,0,1,22,"NW","Glenburn","Back","F","J",9,1,"N",72,1,0,0,0,50,-71,-3.42857142857143,3,0.546899229904219,2020,"F.B"
839,1,30,30,0,1,22,"NW","Glenburn","Back","F","J",8,0,"N",72,0,1,0,0,50,-71,-3.42857142857143,3,0.289327821048836,2020,"F.B"
840,1,30,30,0,1,22,"NW","Glenburn","Back","F","J",8,0,"N",72,1,0,0,0,50,-71,-3.42857142857143,3,1.03175641219345,2020,"F.B"
842,1,30,30,0,1,27,"NE","Bradbury","Back","F","A",9,0,"N",98,0,0,0,0,0,-29,-68.4285714285714,3,-0.779060022226181,2020,"F.B"
843,1,30,30,0,1,27,"NE","Bradbury","Neck","F","A",10.5,0,"N",98,0.74468085106383,1,0,0,0,-29,-68.4285714285714,2,-0.763917204515415,2020,"F.N"
844,1,30,30,0,1,27,"NE","Bradbury","Back","F","A",10,0,"N",98,1,1,0,0,0,-29,-68.4285714285714,3,0.220939977773819,2020,"F.B"
845,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",9,0,"N",145,1,0,1,0,17.4285714285714,34,-27.7142857142857,3,-0.773935457406985,2020,"F.B"
846,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",8,1,"N",145,1,1,1,0,17.4285714285714,34,-27.7142857142857,3,-5.0406212584433,2020,"F.B"
847,1,30,30,0,1,49,"NC","McAllister's","Neck","F","A",10,1,"N",145,1,1,1,0,17.4285714285714,34,-27.7142857142857,3,-1.25879263969622,2020,"F.N"
848,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",9.5,1,"N",145,1,1,1,0,17.4285714285714,34,-27.7142857142857,3,-1.0163640485516,2020,"F.B"
849,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",10,1,"N",145,0.74468085106383,1,0,0,17.4285714285714,34,-27.7142857142857,2,-3.78304984958792,2020,"F.B"
850,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",14.5,1,"N",145,0,1,0,0,17.4285714285714,34,-27.7142857142857,3,3.9836359514484,2020,"F.B"
901,1,25,26,1,1,38,"NC","McAllister's","Back","F","A",8.5,0,"N",65,1,1,1,64,57.4285714285714,-66,-51.5714285714286,3,-2.10394752000695,2019,"F.B"
902,1,30,30,0,1,38,"NC","McAllister's","Back","F","A",11,0,"N",103,0.74468085106383,1,0,64,57.4285714285714,-66,-51.5714285714286,2,0.396052479993047,2019,"F.B"
903,1,1,4,1,1,38,"NC","McAllister's","Back","F","A",6,0,"N",108,1,0,1,64,57.4285714285714,-66,-51.5714285714286,3,-6.08880470229619,2019,"F.B"
904,1,30,30,0,1,38,"NC","McAllister's","Neck","F","J",7,0,"N",121,0.74468085106383,1,0,64,57.4285714285714,-66,-51.5714285714286,1,0.692890770524461,2019,"F.N"
904,1,30,30,0,1,38,"NC","McAllister's","Neck","F","J",7,0,"N",121,0.74468085106383,1,0,64,57.4285714285714,-66,-51.5714285714286,1,0.692890770524461,2020,"F.N"
905,1,30,30,0,1,38,"NC","McAllister's","Neck","F","J",8,0,"N",127,0.74468085106383,1,0,64,57.4285714285714,-66,-51.5714285714286,1,0.950462179379843,2019,"F.N"
906,1,30,30,0,1,38,"NC","McAllister's","Neck","F","A",9.5,0,"N",136,1,1,1,64,57.4285714285714,-66,-51.5714285714286,3,-0.361518928862336,2019,"F.N"
907,1,1,4,1,1,38,"NC","McAllister's","Back","F","J",8.5,0,"N",147,0.74468085106383,1,0,64,57.4285714285714,-66,-51.5714285714286,1,0.708033588235226,2019,"F.B"
911,1,30,30,0,1,40,"WMD 26","Monroe (Doak)","Neck","F","A",10,0,"N",140,0.74468085106383,0,0,76,60.1428571428571,8,-51.4285714285714,1,-2.08833883276717,2019,"F.N"
925,1,30,30,0,1,50,"WMD 23","Monroe (Cunningham)","Neck","F","A",9.5,0,"N",87,0.74468085106383,1,0,0,35.8571428571429,-121,-61,1,-1.10115230283285,2019,"F.N"
931,1,1,3,1,1,68,"WMD 26","Winterport (Hodgman)","Back","F","J",7,0,"N",41,0.74468085106383,0,0,71,38.1428571428571,26,6.71428571428571,1,-5.23954991569721,2019,"F.B"
932,1,30,30,0,1,68,"WMD 26","Winterport (Hodgman)","Neck","F","J",8.5,0,"N",51,0.74468085106383,0,0,71,38.1428571428571,26,6.71428571428571,1,0.715021631170493,2019,"F.N"
935,1,30,30,0,1,68,"WMD 26","Winterport (Hodgman)","Back","F","A",8.5,0,"N",83,0.74468085106383,0.564593301435407,0.172248803827751,71,38.1428571428571,26,6.71428571428571,0,-2.09695947707169,2019,"F.B"
1005,1,6,8,1,1,79,"S","Fernald Farm (Poland)","Back","F","A",9,0,"N",30,0.74468085106383,1,0,0,20,-66,-39.7142857142857,1,-3.82168296809594,2019,"F.B"
1006,1,30,30,0,1,79,"S","Fernald Farm (Poland)","Back","F","A",12.5,0,"N",39,0.74468085106383,1,0,0,20,-66,-39.7142857142857,1,-0.321682968095939,2019,"F.B"
1007,1,30,30,0,1,79,"S","Fernald Farm (Poland)","Back","F","J",7,0,"N",50,0.74468085106383,0,1,0,20,-66,-39.7142857142857,1,-0.782416086419909,2019,"F.B"
1008,1,30,30,0,1,79,"S","Fernald Farm (Poland)","Back","F","A",11,0,"N",59,0.74468085106383,1,1,0,20,-66,-39.7142857142857,1,-1.07925437695132,2019,"F.B"
1009,1,30,30,0,1,79,"S","Fernald Farm (Poland)","Back","F","A",10.5,0,"N",72,0.74468085106383,1,0,0,20,-66,-39.7142857142857,1,-0.094397194662088,2019,"F.B"
1251,1,30,30,0,1,7,"NC","Davis Oil","Neck","M","A",19,0,"N",97,1,1,0,5,26.8571428571429,-99,-74,3,4.76170973561594,2020,"M.N"
1301,1,30,30,0,1,59,"NE","Bradbury","Neck","M","J",11.5,1,"N",145,0.74468085106383,0,0,0,6.57142857142857,-20,-23.7142857142857,1,-0.656625139532037,2020,"M.N"
1302,1,30,30,0,1,59,"NE","Bradbury","Neck","M","A",20,0,"N",145,1,1,0,0,6.57142857142857,-20,-23.7142857142857,3,5.03139375222578,2020,"M.N"
1501,1,30,30,0,1,61,"S","Buckfield","Back","F","A",11,0,"N",160,1,1,0,0,8,-16,-17.5714285714286,3,-1.74085460481135,2020,"F.B"
1502,1,30,30,0,1,61,"S","Buckfield","Back","F","A",9.5,1,"N",160,1,0,0,0,8,-16,-17.5714285714286,3,-2.64691173189565,2020,"F.B"
1521,1,30,30,0,1,69,"NE","Roger's Farm","Back","F","A",11,1,"N",120,0.74468085106383,1,0,0,36.2857142857143,-50,-24.4285714285714,2,0.488294646738576,2020,"F.B"
1522,1,30,30,0,1,69,"NE","Roger's Farm","Back","F","A",9.5,0,"N",120,1,1,0,0,36.2857142857143,-50,-24.4285714285714,3,-3.68444828138205,2020,"F.B"
1523,1,30,30,0,1,69,"NE","Roger's Farm","Back","F","A",10,0,"N",120,1,1,0,0,36.2857142857143,-50,-24.4285714285714,3,-2.8874768449242,2020,"F.B"
1524,1,30,30,0,1,69,"NE","Roger's Farm","Back","F","A",10,1,"N",120,0.74468085106383,0,1,0,36.2857142857143,-50,-24.4285714285714,2,-2.59050540846635,2020,"F.B"
1551,1,30,30,0,1,7,"NC","Davis Oil","Neck","F","J",9.5,1,"N",97,0.74468085106383,0,0,5,26.8571428571429,-99,-74,1,1.04340520843659,2020,"F.N"
1552,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",9.5,0,"N",97,0.74468085106383,1,0,5,26.8571428571429,-99,-74,1,-0.283718717516359,2020,"F.B"
1553,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",10.5,1,"N",97,0.74468085106383,1,1,5,26.8571428571429,-99,-74,1,-0.0261473086609765,2020,"F.B"
1554,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",10,1,"N",132,1,1,0,5,26.8571428571429,-99,-74,3,0.216281282483641,2020,"F.B"
1555,1,30,30,0,1,7,"NC","Davis Oil","Neck","F","J",10,1,"N",132,1,0,1,5,26.8571428571429,-99,-74,3,0.800976617291968,2020,"F.N"
1556,1,30,30,0,1,7,"NC","Davis Oil","Back","F","J",9.5,1,"N",132,0.74468085106383,1,1,5,26.8571428571429,-99,-74,2,1.7858337995812,2020,"F.B"
1557,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",10.5,0,"N",167,0.74468085106383,1,1,5,26.8571428571429,-99,-74,2,-0.768575899805593,2020,"F.B"
1558,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",10,1,"N",167,1,1,1,5,26.8571428571429,-99,-74,3,-5.72314744667329,2020,"F.B"
1559,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",11,1,"N",167,0,1,1,5,26.8571428571429,-99,-74,3,-0.268575899805593,2020,"F.B"
1560,1,30,30,0,1,7,"NC","Davis Oil","Back","F","A",10,0,"N",176,1,0,1,5,26.8571428571429,-99,-74,3,0.958709873628258,2020,"F.B"
1561,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",8.5,0,"N",200,0,1,1,0,17.4285714285714,34,-27.7142857142857,3,-1.27393545740698,2020,"F.B"
1562,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",8.5,0,"N",200,1,0,1,0,17.4285714285714,34,-27.7142857142857,3,-4.68910697667222,2020,"F.B"
1563,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",10.5,1,"N",200,0,1,1,0,17.4285714285714,34,-27.7142857142857,3,-0.0163640485516025,2020,"F.B"
1564,1,30,30,0,1,49,"NC","McAllister's","Back","F","A",9,1,"N",200,0.74468085106383,1,1,0,17.4285714285714,34,-27.7142857142857,2,-2.25879263969622,2020,"F.B"
1614,1,30,30,0,1,59,"NE","Bradbury","Neck","F","A",9,0,"N",52,0,1,1,0,6.57142857142857,-20,-23.7142857142857,3,-2.25646329205113,2020,"F.N"
1615,1,30,30,0,1,59,"NE","Bradbury","Back","F","A",9,0,"N",145,0,0,1,0,6.57142857142857,-20,-23.7142857142857,3,-2.25646329205113,2020,"F.B"
1616,1,30,30,0,1,59,"NE","Bradbury","Back","F","A",6.5,0,"N",145,0,1,1,0,6.57142857142857,-20,-23.7142857142857,3,-4.01403470090651,2020,"F.B"
1618,1,30,30,0,1,59,"NE","Bradbury","Back","F","A",9,0,"N",145,1,1,0,0,6.57142857142857,-20,-23.7142857142857,3,-0.771606109761896,2020,"F.B"
1620,1,30,30,0,1,70,"WMD 14","Monson","Neck","F","A",10,0,"N",235,0.74468085106383,0,1,0,33.2857142857143,5,-19.5714285714286,1,-0.511472418496915,2020,"F.N"
1621,1,30,30,0,1,70,"WMD 14","Monson","Back","F","A",9,0,"N",235,0.74468085106383,1,1,0,33.2857142857143,5,-19.5714285714286,1,-2.25390100964153,2020,"F.B"
1622,1,30,30,0,1,70,"WMD 14","Monson","Back","F","A",10,0,"N",235,0.74468085106383,0,0,0,33.2857142857143,5,-19.5714285714286,1,0.230956172647702,2020,"F.B"
1623,1,30,30,0,1,70,"WMD 14","Monson","Back","F","A",10,0,"N",235,0.74468085106383,1,0,0,33.2857142857143,5,-19.5714285714286,1,-0.511472418496915,2020,"F.B"
1624,1,30,30,0,1,70,"WMD 14","Monson","Back","F","A",9.5,0,"N",295,0.74468085106383,1,0,0,33.2857142857143,5,-19.5714285714286,1,-2.49632960078615,2020,"F.B"
1625,1,30,30,0,1,70,"WMD 14","Monson","Neck","F","A",9.5,0,"N",295,0.74468085106383,1,0,0,33.2857142857143,5,-19.5714285714286,1,-0.269043827352298,2020,"F.N"
1626,1,30,30,0,1,70,"WMD 14","Monson","Back","F","A",9,0,"N",295,0.74468085106383,0,0,0,33.2857142857143,5,-19.5714285714286,1,-0.0266152362076799,2020,"F.B"
1627,1,30,30,0,1,70,"WMD 14","Monson","Neck","F","A",8,0,"N",295,0.74468085106383,1,0,0,33.2857142857143,5,-19.5714285714286,1,-1.02661523620768,2020,"F.N"
1628,1,30,30,0,1,70,"WMD 14","Monson","Back","F","A",10,0,"N",295,0.74468085106383,0,0,0,33.2857142857143,5,-19.5714285714286,1,-1.25390100964153,2020,"F.B"
10352,1,30,30,0,1,33,"NW","Maple Lane","Back","F","A",10.5,0,"Y",109.476394849785,0,0,0,0,62.4285714285714,-134,-125.285714285714,3,-0.338619101104173,2018,"F.B"
10353,1,30,30,0,1,33,"NW","Maple Lane","Back","F","A",10.5,0,"Y",109.476394849785,1,1,0,0,62.4285714285714,-134,-125.285714285714,3,1.88866667232968,2018,"F.B"
10354,1,1,7,1,1,33,"NW","Maple Lane","Back","F","J",9,0,"Y",109.476394849785,1,0,0,0,62.4285714285714,-134,-125.285714285714,3,1.86427631651155,2018,"F.B"
10361,1,30,30,0,1,33,"NW","Maple Lane","Back","F","A",9.5,0,"Y",109.476394849785,1,1,0,0,62.4285714285714,-134,-125.285714285714,3,3.11595244576353,2018,"F.B"
10362,1,20,25,1,1,33,"NW","Maple Lane","Back","F","A",8.5,0,"Y",109.476394849785,1,1,0,0,62.4285714285714,-134,-125.285714285714,3,-0.853761918814939,2018,"F.B"
10363,1,20,25,1,1,33,"NW","Maple Lane","Back","F","J",8,0,"Y",109.476394849785,1,1,0,0,62.4285714285714,-134,-125.285714285714,3,-0.917552302235534,2018,"F.B"
10364,1,30,30,0,1,33,"NW","Maple Lane","Back","F","A",10.5,0,"Y",109.476394849785,1,0,0,0,62.4285714285714,-134,-125.285714285714,3,-0.190133382875251,2018,"F.B"
10365,1,13,20,1,1,33,"NW","Maple Lane","Back","F","A",11,0,"Y",109.476394849785,1,1,0,0,62.4285714285714,-134,-125.285714285714,3,2.5371523905586,2018,"F.B"
10366,1,30,30,0,1,33,"NW","Maple Lane","Back","F","A",8.5,0,"Y",109.476394849785,1,1,0,0,62.4285714285714,-134,-125.285714285714,3,0.928066699932141,2018,"F.B"
10367,1,30,30,0,1,33,"NW","Maple Lane","Back","F","J",9.5,0,"Y",109.476394849785,1,1,0,0,62.4285714285714,-134,-125.285714285714,3,7.56127645452387,2018,"F.B"
10369,1,30,30,0,1,36,"S","Laskey (Grey)","Back","F","A",10.5,0,"Y",109.476394849785,1,1,1,109,59.8571428571429,-2,-28.7142857142857,3,1.29542260370751,2018,"F.B"
10371,1,30,30,0,1,36,"S","Laskey (Grey)","Back","F","A",10.5,0,"Y",109.476394849785,1,1,0,109,59.8571428571429,-2,-28.7142857142857,3,0.552994012562893,2018,"F.B"
10372,1,30,30,0,1,36,"S","Laskey (Grey)","Back","F","A",10,0,"Y",109.476394849785,1,0,0,109,59.8571428571429,-2,-28.7142857142857,3,-0.689434578581724,2018,"F.B"
10376,1,30,30,0,1,33,"NW","Maple Lane","Back","F","A",10,0,"Y",109.476394849785,0,1,0,0,62.4285714285714,-134,-125.285714285714,3,-1.58104769224879,2018,"F.B"
10383,1,30,30,0,1,33,"NW","Maple Lane","Back","F","J",8,0,"Y",109.476394849785,1,0,0,0,62.4285714285714,-134,-125.285714285714,3,-0.323609429319842,2018,"F.B"
